Name;Market ID;Market Name;ISIN;Symbol;CCY;CSD;Type;ADT (EUR);Large In Scale (Local Currency);Live Date;End Date;TrackInsight A-list
INVESTMENT AB KINNEVIK-A SHS;XSTO;OMX Stockholm;SE0008373898;KINVAs;SEK;SE;EQ;127.943;615.288;30. Sep 19;;N
INVESTMENT AB KINNEVIK-B SHS;XSTO;OMX Stockholm;SE0008373906;KINVBs;SEK;SE;EQ;53.276.527;5.127.400;30. Sep 19;;N
KUNGSLEDEN AB;XSTO;OMX Stockholm;SE0000549412;KLEDs;SEK;SE;EQ;6.066.702;3.076.440;30. Sep 19;;N
KLOVERN AB-A SHS;XSTO;OMX Stockholm;SE0006593901;KLOVAs;SEK;SE;EQ;45.323;153.822;30. Sep 19;;N
KLOVERN AB-B SHS;XSTO;OMX Stockholm;SE0006593919;KLOVBs;SEK;SE;EQ;2.142.826;2.050.960;30. Sep 19;;N
KLOVERN AB-PREF;XSTO;OMX Stockholm;SE0006593927;KLOVPs;SEK;SE;EQ;803.486;1.025.480;30. Sep 19;;N
KNOW IT AB;XSTO;OMX Stockholm;SE0000421273;KNOWs;SEK;SE;EQ;735.144;1.025.480;30. Sep 19;;N
LAGERCRANTZ GROUP AB-B SHS;XSTO;OMX Stockholm;SE0007603493;LAGRBs;SEK;SE;EQ;516.282;1.025.480;30. Sep 19;;N
LAMMHULTS DESIGN GROUP AB;XSTO;OMX Stockholm;SE0000386138;LAMMBs;SEK;SE;EQ;17.298;153.822;30. Sep 19;;N
INVESTMENT AB LATOUR-B SHS;XSTO;OMX Stockholm;SE0010100958;LATOBs;SEK;SE;EQ;5.857.119;3.076.440;30. Sep 19;;N
LEOVEGAS AB;XSTO;OMX Stockholm;SE0008091904;LEOs;SEK;SE;EQ;7.564.797;3.076.440;30. Sep 19;;N
LINDAB INTERNATIONAL AB;XSTO;OMX Stockholm;SE0001852419;LIABs;SEK;SE;EQ;1.219.270;2.050.960;30. Sep 19;;N
LIFCO AB-B SHS;XSTO;OMX Stockholm;SE0006370730;LIFCBs;SEK;SE;EQ;3.676.778;2.050.960;30. Sep 19;;N
LOOMIS AB-B;XSTO;OMX Stockholm;SE0002683557;LOOMBs;SEK;SE;EQ;22.476.647;3.076.440;30. Sep 19;;N
LUCARA DIAMOND CORP;XSTO;OMX Stockholm;CA54928Q1081;LUCs;SEK;SE;EQ;462.160;615.288;30. Sep 19;;N
LUNDIN GOLD INC;XSTO;OMX Stockholm;CA5503711080;LUGs;SEK;SE;EQ;236.315;615.288;30. Sep 19;;N
LUNDIN MINING CORP;XSTO;OMX Stockholm;CA5503721063;LUMIs;SEK;SE;EQ;5.568.408;3.076.440;30. Sep 19;;N
LUNDBERGS AB-B SHS;XSTO;OMX Stockholm;SE0000108847;LUNDBs;SEK;SE;EQ;10.462.013;3.076.440;30. Sep 19;;N
LUNDIN PETROLEUM AB;XSTO;OMX Stockholm;SE0000825820;LUPEs;SEK;SE;EQ;50.193.145;5.127.400;30. Sep 19;;N
MEDICOVER AB;XSTO;OMX Stockholm;SE0009778848;MCOVBs;SEK;SE;EQ;795.833;1.025.480;30. Sep 19;;N
MALMBERGS ELEKTRISKA AB-B;XSTO;OMX Stockholm;SE0000507659;MEABBs;SEK;SE;EQ;44.007;153.822;30. Sep 19;;N
MEKONOMEN AB;XSTO;OMX Stockholm;SE0002110064;MEKOs;SEK;SE;EQ;2.400.402;2.050.960;30. Sep 19;;N
MIDWAY HOLDING AB-A SHS;XSTO;OMX Stockholm;SE0000122657;MIDWAs;SEK;SE;EQ;404;153.822;30. Sep 19;;N
MIDWAY HOLDING AB-B SHS;XSTO;OMX Stockholm;SE0000122673;MIDWBs;SEK;SE;EQ;12.757;153.822;30. Sep 19;;N
MOBERG PHARMA AB;XSTO;OMX Stockholm;SE0003613090;MOBs;SEK;SE;EQ;236.423;615.288;30. Sep 19;;N
MQ HOLDING AB;XSTO;OMX Stockholm;SE0003303460;MQs;SEK;SE;EQ;173.465;615.288;30. Sep 19;;N
MICRO SYSTEMATION AB-B;XSTO;OMX Stockholm;SE0000526626;MSABBs;SEK;SE;EQ;169.122;615.288;30. Sep 19;;N
MIDSONA AB-B SHS;XSTO;OMX Stockholm;SE0000565228;MSONBs;SEK;SE;EQ;283.456;615.288;30. Sep 19;;N
MODERN TIMES GROUP-A SHS;XSTO;OMX Stockholm;SE0000412363;MTGAs;SEK;SE;EQ;16.317;153.822;30. Sep 19;;N
MODERN TIMES GROUP-B SHS;XSTO;OMX Stockholm;SE0000412371;MTGBs;SEK;SE;EQ;23.615.459;3.076.440;30. Sep 19;;N
MUNTERS GROUP AB;XSTO;OMX Stockholm;SE0009806607;MTRSs;SEK;SE;EQ;2.394.802;2.050.960;30. Sep 19;;N
MULTIQ INTERNATIONAL AB;XSTO;OMX Stockholm;SE0000353898;MULQs;SEK;SE;EQ;27.410;153.822;30. Sep 19;;N
MEDIVIR AB-B SHS;XSTO;OMX Stockholm;SE0000273294;MVIRBs;SEK;SE;EQ;347.063;615.288;30. Sep 19;;N
MYCRONIC AB;XSTO;OMX Stockholm;SE0000375115;MYCRs;SEK;SE;EQ;5.584.305;3.076.440;30. Sep 19;;N
NAXS AB;XSTO;OMX Stockholm;SE0001965369;NAXSs;SEK;SE;EQ;47.242;153.822;30. Sep 19;;N
NCC AB-A SHS;XSTO;OMX Stockholm;SE0000118952;NCCAs;SEK;SE;EQ;63.768;307.644;30. Sep 19;;N
NCC AB-B SHS;XSTO;OMX Stockholm;SE0000117970;NCCBs;SEK;SE;EQ;18.607.116;3.076.440;30. Sep 19;;N
NORDEA BANK AB;XSTO;OMX Stockholm;FI4000297767;NDAs;SEK;SE;EQ;250.228.427;6.665.620;30. Sep 19;;N
NORDIC ENTERTAINMENT GROUP-B;XSTO;OMX Stockholm;SE0012116390;NENTBs;SEK;SE;EQ;13.099.538;3.076.440;06. Sep 19;;N
NETENT AB;XSTO;OMX Stockholm;SE0012455525;NETBs;SEK;SE;EQ;730.228;1.025.480;27. Mai 19;;N
NET INSIGHT AB-B;XSTO;OMX Stockholm;SE0000366098;NETIBs;SEK;SE;EQ;175.915;615.288;30. Sep 19;;N
NEW WAVE GROUP AB -B SHS;XSTO;OMX Stockholm;SE0000426546;NEWABs;SEK;SE;EQ;875.412;1.025.480;30. Sep 19;;N
NIBE INDUSTRIER AB-B SHS;XSTO;OMX Stockholm;SE0008321293;NIBEBs;SEK;SE;EQ;14.885.965;3.076.440;30. Sep 19;;N
NEDERMAN HOLDING AB;XSTO;OMX Stockholm;SE0011204510;NMANs;SEK;SE;EQ;166.479;615.288;30. Sep 19;;N
NOBINA AB;XSTO;OMX Stockholm;SE0007185418;NOBINs;SEK;SE;EQ;4.432.377;2.050.960;30. Sep 19;;N
NOBIA AB;XSTO;OMX Stockholm;SE0000949331;NOBIs;SEK;SE;EQ;6.369.090;3.076.440;30. Sep 19;;N
NOKIA OYJ;XSTO;OMX Stockholm;FI0009000681;NOKIAs;SEK;SE;EQ;323.442.386;6.665.620;30. Sep 19;;N
NOLATO AB-B SHS;XSTO;OMX Stockholm;SE0000109811;NOLABs;SEK;SE;EQ;10.391.963;3.076.440;30. Sep 19;;N
NOTE AB;XSTO;OMX Stockholm;SE0001161654;NOTEs;SEK;SE;EQ;206.012;615.288;30. Sep 19;;N
NOVOTEK AB-B SHS;XSTO;OMX Stockholm;SE0000567752;NTEKBs;SEK;SE;EQ;30.070;153.822;30. Sep 19;;N
NEUROVIVE PHARMACEUTICAL;XSTO;OMX Stockholm;SE0002575340;NVPs;SEK;SE;EQ;228.123;615.288;30. Sep 19;;N
NORDIC WATERPROOFING HOL;XSTO;OMX Stockholm;DK0060738409;NWGs;SEK;SE;EQ;529.878;1.025.480;30. Sep 19;;N
OASMIA PHARMACEUTICAL AB;XSTO;OMX Stockholm;SE0000722365;OASMs;SEK;SE;EQ;2.553.788;2.050.960;30. Sep 19;;N
ODD MOLLY INTERNATIONAL AB;XSTO;OMX Stockholm;SE0002017657;ODDs;SEK;SE;EQ;8.713;153.822;30. Sep 19;;N
OEM INTERNATIONAL AB-B SHS;XSTO;OMX Stockholm;SE0005876968;OEMBs;SEK;SE;EQ;94.416;307.644;30. Sep 19;;N
ONCOPEPTIDES AB;XSTO;OMX Stockholm;SE0009414576;ONCOs;SEK;SE;EQ;2.092.782;2.050.960;30. Sep 19;;N
OSCAR PROPERTIES HOLDING AB;XSTO;OMX Stockholm;SE0005095601;OPs;SEK;SE;EQ;115.967;615.288;30. Sep 19;;N
OPUS GROUP AB;XSTO;OMX Stockholm;SE0001696683;OPUSs;SEK;SE;EQ;326.155;615.288;30. Sep 19;;N
INVESTMENT AB ORESUND;XSTO;OMX Stockholm;SE0008321608;ORESs;SEK;SE;EQ;385.310;615.288;30. Sep 19;;N
ORTIVUS AB-A SHS;XSTO;OMX Stockholm;SE0000188930;ORTIAs;SEK;SE;EQ;2.659;153.822;30. Sep 19;;N
ORTIVUS AB-B SHS;XSTO;OMX Stockholm;SE0000123085;ORTIBs;SEK;SE;EQ;5.909;153.822;30. Sep 19;;N
OREXO AB;XSTO;OMX Stockholm;SE0000736415;ORXs;SEK;SE;EQ;743.176;1.025.480;30. Sep 19;;N
PROACT IT GROUP AB;XSTO;OMX Stockholm;SE0000412991;PACTs;SEK;SE;EQ;300.479;615.288;30. Sep 19;;N
PEAB AB;XSTO;OMX Stockholm;SE0000106205;PEABBs;SEK;SE;EQ;10.543.816;3.076.440;30. Sep 19;;N
PLATZER FASTIGHETER HOLD-B;XSTO;OMX Stockholm;SE0004977692;PLAZBs;SEK;SE;EQ;473.912;615.288;30. Sep 19;;N
PANDOX AB;XSTO;OMX Stockholm;SE0007100359;PNDXBs;SEK;SE;EQ;3.379.931;2.050.960;30. Sep 19;;N
POOLIA AB-B SH;XSTO;OMX Stockholm;SE0000567539;POOLBs;SEK;SE;EQ;19.351;153.822;30. Sep 19;;N
PRECISE BIOMETRICS AB;XSTO;OMX Stockholm;SE0001823303;PRECs;SEK;SE;EQ;190.178;615.288;30. Sep 19;;N
PREVAS AB-B SHS;XSTO;OMX Stockholm;SE0000356008;PREVBs;SEK;SE;EQ;14.049;153.822;30. Sep 19;;N
PRICER AB-B SHS;XSTO;OMX Stockholm;SE0000233934;PRICBs;SEK;SE;EQ;269.197;615.288;30. Sep 19;;N
PROBI AB;XSTO;OMX Stockholm;SE0001280355;PROBs;SEK;SE;EQ;567.880;1.025.480;30. Sep 19;;N
PROFILGRUPPEN AB-B SHS;XSTO;OMX Stockholm;SE0000393860;PROFBs;SEK;SE;EQ;55.654;307.644;30. Sep 19;;N
QLIRO GROUP AB;XSTO;OMX Stockholm;SE0003652163;QLROs;SEK;SE;EQ;687.272;1.025.480;30. Sep 19;;N
RATOS AB-A SHS;XSTO;OMX Stockholm;SE0000191090;RATOAs;SEK;SE;EQ;17.074;153.822;30. Sep 19;;N
RATOS AB-B SHS;XSTO;OMX Stockholm;SE0000111940;RATOBs;SEK;SE;EQ;6.123.761;3.076.440;30. Sep 19;;N
RAYSEARCH LABORATORIES AB;XSTO;OMX Stockholm;SE0000135485;RAYBs;SEK;SE;EQ;2.428.160;2.050.960;30. Sep 19;;N
RECIPHARM AB-B SHS;XSTO;OMX Stockholm;SE0005757267;RECIBs;SEK;SE;EQ;2.966.667;2.050.960;30. Sep 19;;N
REJLERS AB;XSTO;OMX Stockholm;SE0000123671;REJLBs;SEK;SE;EQ;95.998;307.644;30. Sep 19;;N
RESURS HOLDING AB;XSTO;OMX Stockholm;SE0007665823;RESURs;SEK;SE;EQ;5.455.890;3.076.440;30. Sep 19;;N
RNB RETAIL AND BRANDS AB;XSTO;OMX Stockholm;SE0005223674;RNBSs;SEK;SE;EQ;22.462;153.822;30. Sep 19;;N
ROTTNEROS AB;XSTO;OMX Stockholm;SE0000112252;RROSs;SEK;SE;EQ;362.128;615.288;30. Sep 19;;N
SAAB AB-B;XSTO;OMX Stockholm;SE0000112385;SAABBs;SEK;SE;EQ;32.388.813;4.101.920;30. Sep 19;;N
SAGAX AB-A;XSTO;OMX Stockholm;SE0004635878;SAGAAs;SEK;SE;EQ;16.583;153.822;30. Sep 19;;N
SAGAX AB-B;XSTO;OMX Stockholm;SE0005127818;SAGABs;SEK;SE;EQ;820.487;1.025.480;30. Sep 19;;N
SAGAX AB-D;XSTO;OMX Stockholm;SE0009161052;SAGADs;SEK;SE;EQ;617.057;1.025.480;30. Sep 19;;N
SAGAX AB-PREF;XSTO;OMX Stockholm;SE0001629288;SAGAPs;SEK;SE;EQ;91.951;307.644;30. Sep 19;;N
SANDVIK AB;XSTO;OMX Stockholm;SE0000667891;SANDs;SEK;SE;EQ;147.367.004;6.665.620;30. Sep 19;;N
SAS AB;XSTO;OMX Stockholm;SE0003366871;SASs;SEK;SE;EQ;12.395.866;3.076.440;30. Sep 19;;N
SVENSKA CELLULOSA AB-A SHS;XSTO;OMX Stockholm;SE0000171886;SCAAs;SEK;SE;EQ;175.724;615.288;30. Sep 19;;N
SVENSKA CELLULOSA AB SCA-B;XSTO;OMX Stockholm;SE0000112724;SCABs;SEK;SE;EQ;72.132.073;5.127.400;30. Sep 19;;N
SCANDI STANDARD AB;XSTO;OMX Stockholm;SE0005999760;SCSTs;SEK;SE;EQ;878.093;1.025.480;30. Sep 19;;N
SKANDINAVISKA ENSKILDA BAN-A;XSTO;OMX Stockholm;SE0000148884;SEBAs;SEK;SE;EQ;152.799.808;6.665.620;30. Sep 19;;N
SKANDINAVISKA ENSKILDA BAN-C;XSTO;OMX Stockholm;SE0000120784;SEBCs;SEK;SE;EQ;335.743;615.288;30. Sep 19;;N
SECURITAS AB-B SHS;XSTO;OMX Stockholm;SE0000163594;SECUBs;SEK;SE;EQ;54.449.998;5.127.400;30. Sep 19;;N
SEMCON AB;XSTO;OMX Stockholm;SE0000379497;SEMCs;SEK;SE;EQ;191.828;615.288;30. Sep 19;;N
SENSYS GATSO GROUP AB;XSTO;OMX Stockholm;SE0000567729;SENSs;SEK;SE;EQ;1.093.144;2.050.960;30. Sep 19;;N
SVENSKA HANDELSBANKEN-A SHS;XSTO;OMX Stockholm;SE0007100599;SHBAs;SEK;SE;EQ;133.912.246;6.665.620;30. Sep 19;;N
SVENSKA HANDELSBANKEN-B SHS;XSTO;OMX Stockholm;SE0007100607;SHBBs;SEK;SE;EQ;642.202;1.025.480;30. Sep 19;;N
SCANDIC HOTELS GROUP AB;XSTO;OMX Stockholm;SE0007640156;SHOTs;SEK;SE;EQ;7.180.200;3.076.440;30. Sep 19;;N
SINCH AB;XSTO;OMX Stockholm;SE0007439112;SINCHs;SEK;SE;EQ;263.102;615.288;30. Sep 19;;N
SINTERCAST AB;XSTO;OMX Stockholm;SE0000950982;SINTs;SEK;SE;EQ;36.757;153.822;30. Sep 19;;N
SKANSKA AB-B SHS;XSTO;OMX Stockholm;SE0000113250;SKABs;SEK;SE;EQ;60.689.894;5.127.400;30. Sep 19;;N
SKF AB-A SHS;XSTO;OMX Stockholm;SE0000108201;SKFAs;SEK;SE;EQ;254.596;615.288;30. Sep 19;;N
SKF AB-B SHARES;XSTO;OMX Stockholm;SE0000108227;SKFBs;SEK;SE;EQ;103.532.300;6.665.620;30. Sep 19;;N
SKISTAR AB;XSTO;OMX Stockholm;SE0012141687;SKISBs;SEK;SE;EQ;721.239;1.025.480;01. Apr 19;;N
SEMAFO INC;XSTO;OMX Stockholm;CA8169221089;SMFs;SEK;SE;EQ;430.875;615.288;30. Sep 19;;N
SWEDISH ORPHAN BIOVITRUM AB;XSTO;OMX Stockholm;SE0000872095;SOBIs;SEK;SE;EQ;46.794.446;4.101.920;30. Sep 19;;N
SOFTRONIC AB-B SHS;XSTO;OMX Stockholm;SE0000323305;SOFBs;SEK;SE;EQ;169.446;615.288;30. Sep 19;;N
SSAB AB-A SHARES;XSTO;OMX Stockholm;SE0000171100;SSABAs;SEK;SE;EQ;42.812.498;4.101.920;30. Sep 19;;N
SSAB AB - B SHARES;XSTO;OMX Stockholm;SE0000120669;SSABBs;SEK;SE;EQ;29.491.100;4.101.920;30. Sep 19;;N
STARBREEZE AB-A SHARES;XSTO;OMX Stockholm;SE0007158928;STARAs;SEK;SE;EQ;134.475;615.288;30. Sep 19;;N
STORA ENSO OYJ-A SHS;XSTO;OMX Stockholm;FI0009007603;STEAs;SEK;SE;EQ;131.909;615.288;30. Sep 19;;N
STORA ENSO OYJ-R SHS;XSTO;OMX Stockholm;FI0009007611;STERs;SEK;SE;EQ;9.445.268;3.076.440;30. Sep 19;;N
STRAX AB;XSTO;OMX Stockholm;SE0012040459;STRAXs;SEK;SE;EQ;16.177;153.822;01. Apr 19;;N
STOCKWIK FORVALTNING AB;XSTO;OMX Stockholm;SE0012257970;STWKs;SEK;SE;EQ;14.485.188;3.076.440;01. Apr 19;;N
SVEDBERGS I DALSTORP AB-B SH;XSTO;OMX Stockholm;SE0000407991;SVEDBs;SEK;SE;EQ;31.760;153.822;30. Sep 19;;N
STUDSVIK AB;XSTO;OMX Stockholm;SE0000653230;SVIKs;SEK;SE;EQ;18.404;153.822;30. Sep 19;;N
SVOLDER AB-B;XSTO;OMX Stockholm;SE0010663310;SVOLBs;SEK;SE;EQ;215.170;615.288;30. Sep 19;;N
SWECO AB-A SHS;XSTO;OMX Stockholm;SE0000489080;SWECAs;SEK;SE;EQ;9.603;153.822;30. Sep 19;;N
SWECO AB-B SHS;XSTO;OMX Stockholm;SE0000489098;SWECBs;SEK;SE;EQ;4.008.921;2.050.960;30. Sep 19;;N
SWEDBANK AB - A SHARES;XSTO;OMX Stockholm;SE0000242455;SWEDAs;SEK;SE;EQ;170.214.280;6.665.620;30. Sep 19;;N
SWEDISH MATCH AB;XSTO;OMX Stockholm;SE0000310336;SWMAs;SEK;SE;EQ;101.614.395;6.665.620;30. Sep 19;;N
SWEDOL AB-B;XSTO;OMX Stockholm;SE0001733841;SWOLBs;SEK;SE;EQ;343.970;615.288;30. Sep 19;;N
SYSTEMAIR AB;XSTO;OMX Stockholm;SE0002133975;SYSRs;SEK;SE;EQ;293.172;615.288;30. Sep 19;;N
TELE2 AB -A SHS;XSTO;OMX Stockholm;SE0005190220;TEL2As;SEK;SE;EQ;24.011;153.822;30. Sep 19;;N
TELE2 AB-B SHS;XSTO;OMX Stockholm;SE0005190238;TEL2Bs;SEK;SE;EQ;80.906.050;5.127.400;30. Sep 19;;N
TELIA COMPANY AB;XSTO;OMX Stockholm;SE0000667925;TELIAs;SEK;SE;EQ;151.668.243;6.665.620;30. Sep 19;;N
TETHYS OIL AB;XSTO;OMX Stockholm;SE0012455202;TETYs;SEK;SE;EQ;427.216;615.288;24. Mai 19;;N
THULE GROUP AB/THE;XSTO;OMX Stockholm;SE0006422390;THULEs;SEK;SE;EQ;10.755.945;3.076.440;30. Sep 19;;N
TIETO OYJ;XSTO;OMX Stockholm;FI0009000277;TIETOs;SEK;SE;EQ;9.676.556;3.076.440;30. Sep 19;;N
MILLICOM INTL CELLULAR-SDR;XSTO;OMX Stockholm;SE0001174970;TIGOs;SEK;SE;EQ;16.770.043;3.076.440;30. Sep 19;;N
TOBII AB;XSTO;OMX Stockholm;SE0002591420;TOBIIs;SEK;SE;EQ;1.323.147;2.050.960;30. Sep 19;;N
AB TRACTION -B SHS;XSTO;OMX Stockholm;SE0000391716;TRACBs;SEK;SE;EQ;28.453;153.822;30. Sep 19;;N
TRADEDOUBLER;XSTO;OMX Stockholm;SE0001552357;TRADs;SEK;SE;EQ;20.264;153.822;30. Sep 19;;N
TRELLEBORG AB-B SHS;XSTO;OMX Stockholm;SE0000114837;TRELBs;SEK;SE;EQ;38.925.498;4.101.920;30. Sep 19;;N
TRENTION AB;XSTO;OMX Stockholm;SE0008348767;TRENTs;SEK;SE;EQ;23.852;153.822;30. Sep 19;;N
TROAX GROUP AB;XSTO;OMX Stockholm;SE0012729366;TROAXs;SEK;SE;EQ;622.882;1.025.480;09. Aug 19;;N
VBG GROUP AB-B SHS;XSTO;OMX Stockholm;SE0000115107;VBGBs;SEK;SE;EQ;96.442;307.644;30. Sep 19;;N
VITEC SOFTWARE GROUP AB-B SH;XSTO;OMX Stockholm;SE0007871363;VITBs;SEK;SE;EQ;123.459;615.288;30. Sep 19;;N
VITROLIFE AB;XSTO;OMX Stockholm;SE0011205202;VITRs;SEK;SE;EQ;3.159.502;2.050.960;30. Sep 19;;N
VEONEER INC-SDR;XSTO;OMX Stockholm;SE0011115963;VNEs;SEK;SE;EQ;21.130.074;3.076.440;30. Sep 19;;N
VOSTOK NEW VENTURES LTD-SDR;XSTO;OMX Stockholm;SE0012231074;VNVs;SEK;SE;EQ;33.838;153.822;01. Apr 19;;N
VOLVO AB-A SHS;XSTO;OMX Stockholm;SE0000115420;VOLVAs;SEK;SE;EQ;134.458.556;6.665.620;30. Sep 19;;N
VOLVO AB-B SHS;XSTO;OMX Stockholm;SE0000115446;VOLVBs;SEK;SE;EQ;261.925.441;6.665.620;30. Sep 19;;N
VENUE RETAIL GROUP AB;XSTO;OMX Stockholm;SE0000396822;VRGBs;SEK;SE;EQ;11.296;153.822;30. Sep 19;;N
VIKING SUPPLY SHIPS AB;XSTO;OMX Stockholm;SE0010820613;VSSABs;SEK;SE;EQ;421.154;615.288;30. Sep 19;;N
WALLENSTAM AB-B SHS;XSTO;OMX Stockholm;SE0007074844;WALLBs;SEK;SE;EQ;4.735.672;2.050.960;30. Sep 19;;N
WIHLBORGS FASTIGHETER AB;XSTO;OMX Stockholm;SE0011205194;WIHLs;SEK;SE;EQ;5.096.445;3.076.440;30. Sep 19;;N
XACT BULL 2;XSTO;OMX Stockholm;SE0003051010;XACL2s;SEK;SE;TF;5.953.321;10.254.800;30. Sep 19;;N
XACT BEAR 2;XSTO;OMX Stockholm;SE0005466505;XACR2s;SEK;SE;TF;5.755.144;10.254.800;30. Sep 19;;N
XACT BULL;XSTO;OMX Stockholm;SE0001342395;XACTLs;SEK;SE;TF;3.065.948;10.254.800;30. Sep 19;;N
XACT NORDEN 30;XSTO;OMX Stockholm;SE0001710914;XACTNs;SEK;SE;TF;1.009.021;10.254.800;30. Sep 19;;N
XACT OMXS30;XSTO;OMX Stockholm;SE0000693293;XACTOs;SEK;SE;TF;21.069.687;10.254.800;30. Sep 19;;N
XACT BEAR;XSTO;OMX Stockholm;SE0005466513;XACTRs;SEK;SE;TF;2.555.807;10.254.800;30. Sep 19;;N
XACT SVERIGE UCITS ETF;XSTO;OMX Stockholm;SE0001056045;XACTs;SEK;SE;TF;1.145.116;10.254.800;30. Sep 19;;N
XANO INDUSTRI AB -CLASS B;XSTO;OMX Stockholm;SE0012674232;XANOBs;SEK;SE;EQ;62.427;307.644;24. Jul 19;;N
DBX MSCI AC ACIA EX JP;XSTO;OMX Stockholm;LU0322252171;XAXJs;SEK;SE;TF;3.527.689;10.254.800;03. Jul 19;;N
DB X-TRACKERS MSCI BRAZIL IN;XSTO;OMX Stockholm;LU0292109344;XMBRs;SEK;SE;TF;2.279.883;10.254.800;30. Sep 19;;N
DBX EMERGING MRKTS;XSTO;OMX Stockholm;LU0292107645;XMEMs;SEK;SE;TF;19.472.942;10.254.800;30. Sep 19;;N
DB X-TRACKERS NIFTY 50 UCITS;XSTO;OMX Stockholm;LU0292109690;XNIFs;SEK;SE;TF;1.418.112;10.254.800;30. Sep 19;;N
DBX MSCI PACIFIC EX JAPAN;XSTO;OMX Stockholm;LU0322252338;XPXJs;SEK;SE;TF;3.904.453;10.254.800;30. Sep 19;;N
DB X-TRACKERS FTSE CHINA 50;XSTO;OMX Stockholm;LU0292109856;XX25s;SEK;SE;TF;865.236;10.254.800;30. Sep 19;;N
UBS ETF FTSE 100;XSWX;SIX Swiss Exchange;LU0136242590;100GZz;CHF;CH;TF;379.687;1.126.900;30. Sep 19;;N
AMUNDI ETF S&P 500;XSWX;SIX Swiss Exchange;LU1681049018;500USz;USD;CH;TF;7.459.442;1.145.000;30. Sep 19;;N
AMUNDI ETF MSCI EM ASIA UCIT;XSWX;SIX Swiss Exchange;LU1681044563;AASUz;USD;CH;TF;7.753.575;1.145.000;30. Sep 19;;N
SPDR MSCI ACWI UCITS ETF;XSWX;SIX Swiss Exchange;IE00B44Z5B48;ACWIz;CHF;CH;TF;15.048.061;1.126.900;30. Sep 19;;N
AMUNDI ETF GLOBAL EMERGING B;XSWX;SIX Swiss Exchange;LU1681041205;AGEBz;USD;CH;TF;1.405.210;1.145.000;30. Sep 19;;N
AMUNDI ETF MSCI EM LATIN AME;XSWX;SIX Swiss Exchange;LU1681045297;ALAUz;USD;CH;TF;676.289;1.145.000;30. Sep 19;;N
UBS ETF MSCI USA SRI UCITS;XSWX;SIX Swiss Exchange;LU0629460089;ASRUUz;USD;CH;TF;2.865.273;1.145.000;30. Sep 19;;N
UBS ETF GOLD H. CHF;XSWX;SIX Swiss Exchange;CH0106027128;AUCHAz;CHF;CH;TF;302.459;1.126.900;03. Jul 19;;N
ETFS DAXGLOBAL GOLD MINING G;XSWX;SIX Swiss Exchange;IE00B3CNHG25;AUCOz;CHF;CH;TF;1.143.240;1.126.900;08. Jul 19;;N
AMUNDI ETF MSCI EMERGING MAR;XSWX;SIX Swiss Exchange;LU1681045453;AUEMz;USD;CH;TF;18.233.579;1.145.000;30. Sep 19;;N
UBS ETF GOLD H. EUR;XSWX;SIX Swiss Exchange;CH0106027144;AUEUAz;EUR;CH;TF;135.507;1.000.000;03. Jul 19;;Y
UBS ETF GOLD;XSWX;SIX Swiss Exchange;CH0106027193;AUUSIz;USD;CH;TF;172.085;1.145.000;03. Jul 19;;N
AMUNDI MSCI BRAZIL;XSWX;SIX Swiss Exchange;LU1437024992;BRZz;USD;CH;TF;878.106;1.145.000;30. Sep 19;;Y
SDAD COMERCIAL DEL PLATA-REG;XSWX;SIX Swiss Exchange;ARP290071876;CADNz;CHF;CH;EQ;0;16.904;30. Sep 19;;N
CHF DAILY HEDGED AGRICULTURE;XSWX;SIX Swiss Exchange;JE00B3YLVV71;CAGTz;CHF;CH;CO;79.048;101.421;03. Jul 19;;N
CHF DAILY HEDGED ALUMINIUM;XSWX;SIX Swiss Exchange;JE00B3MZZJ71;CALUz;CHF;CH;CO;31.793;101.421;03. Jul 19;;N
COMSTAGE ETF ATX;XSWX;SIX Swiss Exchange;LU0392496690;CBATXz;CHF;CH;TF;81.061;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 A&P-I;XSWX;SIX Swiss Exchange;LU0378435043;CBAUTz;CHF;CH;TF;152.435;1.126.900;03. Jul 19;;N
COMSTAGE ETF DJ ST 600 BKS-I;XSWX;SIX Swiss Exchange;LU0378435399;CBBANz;CHF;CH;TF;60.543;1.126.900;03. Jul 19;;N
COMSTAGE ETF SICAV- COMSTAGE;XSWX;SIX Swiss Exchange;LU0378435472;CBBASz;CHF;CH;TF;96.663;1.126.900;03. Jul 19;;N
COMSTAGE FUTURE 2X SHORT;XSWX;SIX Swiss Exchange;LU0530124006;CBBFDz;CHF;CH;TF;267.367;1.126.900;30. Sep 19;;N
COMSTAGE BOND FUT LEVERAGED;XSWX;SIX Swiss Exchange;LU0530118024;CBBFLz;CHF;CH;TF;18.594;1.126.900;30. Sep 19;;N
COMSTAGE COMMERZBANK BUND-FU;XSWX;SIX Swiss Exchange;LU0530119774;CBBFSz;CHF;CH;TF;4.322.911;1.126.900;03. Jul 19;;N
COMSTAGE ETF BOND FUTURE TR;XSWX;SIX Swiss Exchange;LU0508799334;CBBFz;CHF;CH;TF;453.591;1.126.900;03. Jul 19;;N
COMSTAGE DOW JONES SWITZERLA;XSWX;SIX Swiss Exchange;LU0392496427;CBCH3z;CHF;CH;TF;88.462;1.126.900;30. Sep 19;;N
